Dates,Open,Close
21/06/2018 15:30,7304.053,7298.727
21/06/2018 15:35,7299.308,7292.176
21/06/2018 15:40,7290.932,7283.055
21/06/2018 15:45,7282.87,7290.245
21/06/2018 15:50,7290.25,7293.888
21/06/2018 15:55,7293.47,7290.239
21/06/2018 16:00,7288.993,7273.842
21/06/2018 16:05,7274.061,7250.208
21/06/2018 16:10,7250.263,7261.922
21/06/2018 16:15,7261.901,7224.612
21/06/2018 16:20,7223.943,7228.351
21/06/2018 16:25,7228.521,7232.151
21/06/2018 16:30,7232.78,7235.262
21/06/2018 16:35,7235.044,7224.59
21/06/2018 16:40,7224.833,7223.757
21/06/2018 16:45,7223.791,7228.032
21/06/2018 16:50,7228.307,7242.332
21/06/2018 16:55,7243.043,7242.015
21/06/2018 17:00,7241.729,7244.833
21/06/2018 17:05,7244.84,7239.299
21/06/2018 17:10,7239.388,7245.387
21/06/2018 17:15,7245.387,7248.68
21/06/2018 17:20,7248.685,7247.109
21/06/2018 17:25,7247.106,7247.472
21/06/2018 17:30,7247.527,7255.985
21/06/2018 17:35,7256.13,7259.526
21/06/2018 17:40,7259.448,7264.352
21/06/2018 17:45,7264.361,7265.958
21/06/2018 17:50,7265.928,7261.699
21/06/2018 17:55,7261.719,7260.17
21/06/2018 18:00,7260.383,7244.566
21/06/2018 18:05,7244.56,7242.818
21/06/2018 18:10,7242.818,7245.396
21/06/2018 18:15,7245.753,7244.044
21/06/2018 18:20,7244.432,7241.897
21/06/2018 18:25,7242.229,7237.159
21/06/2018 18:30,7236.47,7225.451
21/06/2018 18:35,7225.432,7225.7
21/06/2018 18:40,7225.76,7228.928
21/06/2018 18:45,7228.749,7230.101
21/06/2018 18:50,7230.099,7231.392
21/06/2018 18:55,7231.294,7221.806
21/06/2018 19:00,7221.723,7222.375
21/06/2018 19:05,7222.281,7226.999
21/06/2018 19:10,7227.328,7231.286
21/06/2018 19:15,7231.279,7235.207
21/06/2018 19:20,7235.119,7240.579
21/06/2018 19:25,7240.617,7236.277
21/06/2018 19:30,7236.204,7233.044
21/06/2018 19:35,7233.17,7231.135
21/06/2018 19:40,7231.063,7233.787
21/06/2018 19:45,7233.757,7233.68
21/06/2018 19:50,7233.674,7230.597
21/06/2018 19:55,7230.61,7233.267
21/06/2018 20:00,7233.317,7235.479
21/06/2018 20:05,7235.498,7239.313
21/06/2018 20:10,7239.329,7237.747
21/06/2018 20:15,7237.75,7234.572
21/06/2018 20:20,7234.589,7233.729
21/06/2018 20:25,7233.748,7229.37
21/06/2018 20:30,7229.78,7231.52
21/06/2018 20:35,7231.614,7232.076
21/06/2018 20:40,7232.303,7231.121
21/06/2018 20:45,7231.042,7232.799
21/06/2018 20:50,7232.78,7230.046
21/06/2018 20:55,7230.031,7223.278
21/06/2018 21:00,7222.615,7226.864
21/06/2018 21:05,7226.842,7228.474
21/06/2018 21:10,7228.457,7223.9
21/06/2018 21:15,7223.799,7219.189
21/06/2018 21:20,7219.135,7221.278
21/06/2018 21:25,7221.236,7225.004
21/06/2018 21:30,7224.988,7213.055
21/06/2018 21:35,7212.932,7214.462
21/06/2018 21:40,7214.166,7205.743
21/06/2018 21:45,7205.621,7214.947
21/06/2018 21:50,7213.42,7216.662
21/06/2018 21:55,7217.382,7216.869
21/06/2018 22:00,7217.771,7217.488
21/06/2018 22:05,7217.488,7217.488
21/06/2018 22:10,7217.488,7217.488
21/06/2018 22:15,7217.488,7217.488
21/06/2018 22:20,7217.488,7217.488
21/06/2018 22:25,7217.488,7217.488
21/06/2018 22:30,7217.488,7217.488
21/06/2018 22:35,7217.488,7217.488
21/06/2018 22:40,7217.488,7217.488
22/06/2018 15:30,7239.716,7225.819
22/06/2018 15:35,7225.707,7214.769
22/06/2018 15:40,7214.348,7205.035
22/06/2018 15:45,7206.396,7202.205
22/06/2018 15:50,7201.404,7210.391
22/06/2018 15:55,7210.27,7199.583
22/06/2018 16:00,7199.416,7199.486
22/06/2018 16:05,7199.579,7207.364
22/06/2018 16:10,7207.328,7209.872
22/06/2018 16:15,7209.878,7208.06
22/06/2018 16:20,7208.079,7200.339
22/06/2018 16:25,7200.498,7182.912
22/06/2018 16:30,7182.344,7185.786
22/06/2018 16:35,7185.574,7178.569
22/06/2018 16:40,7178.581,7180.503
22/06/2018 16:45,7180.625,7183.187
22/06/2018 16:50,7182.91,7188.501
22/06/2018 16:55,7188.575,7197.136
22/06/2018 17:00,7197.132,7198.553
22/06/2018 17:05,7198.621,7200.384
22/06/2018 17:10,7200.369,7197.588
22/06/2018 17:15,7197.596,7199.161
22/06/2018 17:20,7199.262,7191.245
22/06/2018 17:25,7191.264,7202.916
22/06/2018 17:30,7202.947,7204.015
22/06/2018 17:35,7204.037,7205.375
22/06/2018 17:40,7205.325,7209.875
22/06/2018 17:45,7210.35,7210.338
22/06/2018 17:50,7210.465,7208.302
22/06/2018 17:55,7208.317,7206.549
22/06/2018 18:00,7206.547,7206.943
22/06/2018 18:05,7206.977,7209.238
22/06/2018 18:10,7209.229,7213.46
22/06/2018 18:15,7213.423,7210.939
22/06/2018 18:20,7210.944,7209.716
22/06/2018 18:25,7208.933,7210.354
22/06/2018 18:30,7210.36,7209.449
22/06/2018 18:35,7209.566,7206.426
22/06/2018 18:40,7206.463,7211.129
22/06/2018 18:45,7211.119,7211.962
22/06/2018 18:50,7211.976,7210.7
22/06/2018 18:55,7210.69,7212.619
22/06/2018 19:00,7212.845,7216.172
22/06/2018 19:05,7216.188,7220.029
22/06/2018 19:10,7220.08,7219.296
22/06/2018 19:15,7219.282,7217.303
22/06/2018 19:20,7217.227,7218.366
22/06/2018 19:25,7218.364,7223.925
22/06/2018 19:30,7223.923,7220.594
22/06/2018 19:35,7220.597,7223.832
22/06/2018 19:40,7223.826,7223.829
22/06/2018 19:45,7223.832,7221.224
22/06/2018 19:50,7221.243,7223.671
22/06/2018 19:55,7223.583,7223.068
22/06/2018 20:00,7223.069,7222.503
22/06/2018 20:05,7222.362,7219.09
22/06/2018 20:10,7219.398,7217.594
22/06/2018 20:15,7217.532,7217.568
22/06/2018 20:20,7217.468,7213.788
22/06/2018 20:25,7213.866,7214.187
22/06/2018 20:30,7214.257,7208.479
22/06/2018 20:35,7208.634,7212.774
22/06/2018 20:40,7212.56,7214.105
22/06/2018 20:45,7214.22,7217.507
22/06/2018 20:50,7217.519,7219.308
22/06/2018 20:55,7219.287,7218.668
22/06/2018 21:00,7218.772,7215.735
22/06/2018 21:05,7215.799,7217.824
22/06/2018 21:10,7217.865,7219.468
22/06/2018 21:15,7219.424,7214.294
22/06/2018 21:20,7214.304,7215.248
22/06/2018 21:25,7215.319,7215.104
22/06/2018 21:30,7215.104,7215.44
22/06/2018 21:35,7215.464,7211.456
22/06/2018 21:40,7211.457,7211.793
22/06/2018 21:45,7211.799,7212.5
22/06/2018 21:50,7213.932,7207.677
22/06/2018 21:55,7207.727,7193.2
22/06/2018 22:00,7193.629,7197.512
22/06/2018 22:05,7197.512,7197.512
22/06/2018 22:10,7197.512,7197.512
22/06/2018 22:15,7197.512,7197.512
22/06/2018 22:20,7197.512,7197.512
22/06/2018 22:25,7197.512,7197.512
22/06/2018 22:30,7197.512,7197.512
22/06/2018 22:35,7197.512,7197.512
22/06/2018 22:40,7197.512,7197.512
25/06/2018 15:30,7131.045,7140.737
25/06/2018 15:35,7140.902,7103.66
25/06/2018 15:40,7104.224,7110.18
25/06/2018 15:45,7110.033,7094.922
25/06/2018 15:50,7094.439,7106.95
25/06/2018 15:55,7106.982,7095.821
25/06/2018 16:00,7095.625,7088.992
25/06/2018 16:05,7089.172,7082.399
25/06/2018 16:10,7082.417,7067.113
25/06/2018 16:15,7067.143,7061.228
25/06/2018 16:20,7060.824,7065.26
25/06/2018 16:25,7065.5,7075.038
25/06/2018 16:30,7074.257,7077.015
25/06/2018 16:35,7076.799,7072.714
25/06/2018 16:40,7072.461,7081.813
25/06/2018 16:45,7081.343,7087.099
25/06/2018 16:50,7087.072,7075.309
25/06/2018 16:55,7075.27,7061.15
25/06/2018 17:00,7060.62,7050.873
25/06/2018 17:05,7050.712,7052.453
25/06/2018 17:10,7052.454,7053.953
25/06/2018 17:15,7053.849,7046.952
25/06/2018 17:20,7046.953,7035.806
25/06/2018 17:25,7035.832,7033.32
25/06/2018 17:30,7034.222,7025.545
25/06/2018 17:35,7025.599,7024.836
25/06/2018 17:40,7024.701,7039.074
25/06/2018 17:45,7039.06,7040.145
25/06/2018 17:50,7039.983,7030.318
25/06/2018 17:55,7030.441,7031.792
25/06/2018 18:00,7032.314,7018.363
25/06/2018 18:05,7018.082,6999.516
25/06/2018 18:10,6999.526,6999.27
25/06/2018 18:15,6998.878,7002.634
25/06/2018 18:20,7002.6,7014.259
25/06/2018 18:25,7014.249,7014.112
25/06/2018 18:30,7014.189,7015.553
25/06/2018 18:35,7016.613,7002.247
25/06/2018 18:40,7002.207,7011.091
25/06/2018 18:45,7011.109,7003.379
25/06/2018 18:50,7003.253,7006.009
25/06/2018 18:55,7005.816,7017.283
25/06/2018 19:00,7016.644,7004.329
25/06/2018 19:05,7004.415,7011.149
25/06/2018 19:10,7011.167,7002.197
25/06/2018 19:15,7002.227,6996.29
25/06/2018 19:20,6994.802,6994.111
25/06/2018 19:25,6993.858,7003.473
25/06/2018 19:30,7002.728,7013.31
25/06/2018 19:35,7013.498,7020.154
25/06/2018 19:40,7020.478,7026.41
25/06/2018 19:45,7026.633,7025.242
25/06/2018 19:50,7025.321,7016.897
25/06/2018 19:55,7016.91,7013.228
25/06/2018 20:00,7012.697,7012.324
25/06/2018 20:05,7012.607,7009.96
25/06/2018 20:10,7010.069,7009.487
25/06/2018 20:15,7009.483,7007.38
25/06/2018 20:20,7007.39,7006.227
25/06/2018 20:25,7006.209,7011.015
25/06/2018 20:30,7010.987,7001.266
25/06/2018 20:35,7001.254,6989.574
25/06/2018 20:40,6989.405,6993.229
25/06/2018 20:45,6993.159,6985.797
25/06/2018 20:50,6985.616,6977.354
25/06/2018 20:55,6977.315,6990.006
25/06/2018 21:00,6990.037,6993.081
25/06/2018 21:05,6993.149,6987.946
25/06/2018 21:10,6987.036,6987.669
25/06/2018 21:15,6987.483,7003.214
25/06/2018 21:20,7003.217,7002.845
25/06/2018 21:25,7003.33,7001.164
25/06/2018 21:30,7001.388,7007.573
25/06/2018 21:35,7007.393,7031.667
25/06/2018 21:40,7031.981,7037.616
25/06/2018 21:45,7038.006,7031.317
25/06/2018 21:50,7030.581,7042.973
25/06/2018 21:55,7043.025,7037.516
25/06/2018 22:00,7038.729,7038.17
25/06/2018 22:05,7038.17,7038.17
25/06/2018 22:10,7038.17,7038.17
25/06/2018 22:15,7038.17,7038.17
25/06/2018 22:20,7038.17,7038.17
25/06/2018 22:25,7038.17,7038.17
25/06/2018 22:30,7038.17,7038.17
25/06/2018 22:35,7038.17,7038.17
25/06/2018 22:40,7038.17,7038.17
26/06/2018 15:30,7061.226,7050.834
26/06/2018 15:35,7049.488,7048.7
26/06/2018 15:40,7048.068,7082.72
26/06/2018 15:45,7083.02,7087.245
26/06/2018 15:50,7087.129,7074.466
26/06/2018 15:55,7075.225,7076.652
26/06/2018 16:00,7076.426,7083.441
26/06/2018 16:05,7083.228,7072.913
26/06/2018 16:10,7072.855,7075.11
26/06/2018 16:15,7075.137,7078.833
26/06/2018 16:20,7078.811,7072.079
26/06/2018 16:25,7072.149,7064.143
26/06/2018 16:30,7063.998,7067.574
26/06/2018 16:35,7067.476,7058.623
26/06/2018 16:40,7058.613,7055.717
26/06/2018 16:45,7055.773,7050.854
26/06/2018 16:50,7050.992,7061.795
26/06/2018 16:55,7061.636,7056.632
26/06/2018 17:00,7056.184,7059.016
26/06/2018 17:05,7059.025,7059.911
26/06/2018 17:10,7060.816,7068.075
26/06/2018 17:15,7068.173,7064.427
26/06/2018 17:20,7064.351,7063.357
26/06/2018 17:25,7063.206,7056.822
26/06/2018 17:30,7056.473,7055.787
26/06/2018 17:35,7055.851,7059.221
26/06/2018 17:40,7059.122,7058.408
26/06/2018 17:45,7058.445,7060.771
26/06/2018 17:50,7061.088,7062.164
26/06/2018 17:55,7062.125,7067.52
26/06/2018 18:00,7067.483,7076.021
26/06/2018 18:05,7076.289,7079.447
26/06/2018 18:10,7079.451,7086.827
26/06/2018 18:15,7086.712,7083.052
26/06/2018 18:20,7083.09,7081.297
26/06/2018 18:25,7081.23,7082.485
26/06/2018 18:30,7082.537,7084.741
26/06/2018 18:35,7084.66,7085.319
26/06/2018 18:40,7085.317,7078.114
26/06/2018 18:45,7078.107,7083.556
26/06/2018 18:50,7083.676,7085.852
26/06/2018 18:55,7085.933,7089.53
26/06/2018 19:00,7089.768,7091.984
26/06/2018 19:05,7092.026,7096.613
26/06/2018 19:10,7096.627,7100.273
26/06/2018 19:15,7100.272,7107.714
26/06/2018 19:20,7107.688,7104.368
26/06/2018 19:25,7104.375,7102.333
26/06/2018 19:30,7102.283,7101.347
26/06/2018 19:35,7101.723,7106.832
26/06/2018 19:40,7107.052,7101.012
26/06/2018 19:45,7100.948,7101.434
26/06/2018 19:50,7101.417,7096.329
26/06/2018 19:55,7096.434,7097.445
26/06/2018 20:00,7097.428,7094.802
26/06/2018 20:05,7094.843,7089.528
26/06/2018 20:10,7089.533,7087.319
26/06/2018 20:15,7087.363,7086.643
26/06/2018 20:20,7086.676,7088.999
26/06/2018 20:25,7088.957,7083.891
26/06/2018 20:30,7083.887,7089.388
26/06/2018 20:35,7089.443,7094.267
26/06/2018 20:40,7094.238,7094.972
26/06/2018 20:45,7094.882,7089.085
26/06/2018 20:50,7089.102,7090.234
26/06/2018 20:55,7090.21,7085.425
26/06/2018 21:00,7084.436,7082.276
26/06/2018 21:05,7082.479,7076.362
26/06/2018 21:10,7076.247,7079.168
26/06/2018 21:15,7079.118,7071.432
26/06/2018 21:20,7071.364,7072.189
26/06/2018 21:25,7072.189,7071.23
26/06/2018 21:30,7071.222,7086.52
26/06/2018 21:35,7086.361,7083.583
26/06/2018 21:40,7083.651,7081.51
26/06/2018 21:45,7080.618,7068.044
26/06/2018 21:50,7062.338,7066.75
26/06/2018 21:55,7066.364,7068.642
26/06/2018 22:00,7068.386,7068.195
26/06/2018 22:05,7068.195,7068.195
26/06/2018 22:10,7068.195,7068.195
26/06/2018 22:15,7068.195,7068.195
26/06/2018 22:20,7068.195,7068.195
26/06/2018 22:25,7068.195,7068.195
26/06/2018 22:30,7068.195,7068.195
26/06/2018 22:35,7068.195,7068.195
26/06/2018 22:40,7068.195,7068.195
27/06/2018 15:30,7096.604,7098.354
27/06/2018 15:35,7098.954,7098.766
27/06/2018 15:40,7098.847,7097.442
27/06/2018 15:45,7097.835,7112.441
27/06/2018 15:50,7112.472,7119.192
27/06/2018 15:55,7119.873,7118.144
27/06/2018 16:00,7118.263,7105.355
27/06/2018 16:05,7105.783,7103.698
27/06/2018 16:10,7103.807,7111.435
27/06/2018 16:15,7111.678,7110.392
27/06/2018 16:20,7110.763,7111.255
27/06/2018 16:25,7111.277,7109.011
27/06/2018 16:30,7109.142,7110.66
27/06/2018 16:35,7110.722,7125.753
27/06/2018 16:40,7126.115,7120.328
27/06/2018 16:45,7120.331,7114.871
27/06/2018 16:50,7115.296,7112.17
27/06/2018 16:55,7112.169,7105.71
27/06/2018 17:00,7105.333,7100.657
27/06/2018 17:05,7100.633,7095.817
27/06/2018 17:10,7095.822,7093.569
27/06/2018 17:15,7093.488,7101.427
27/06/2018 17:20,7101.458,7089.574
27/06/2018 17:25,7088.803,7078.852
27/06/2018 17:30,7078.626,7082.509
27/06/2018 17:35,7082.435,7086.301
27/06/2018 17:40,7086.301,7080.947
27/06/2018 17:45,7080.779,7091.434
27/06/2018 17:50,7091.326,7089.984
27/06/2018 17:55,7090.216,7090.18
27/06/2018 18:00,7090.134,7094.106
27/06/2018 18:05,7094.344,7094.812
27/06/2018 18:10,7094.811,7094.459
27/06/2018 18:15,7094.549,7097.641
27/06/2018 18:20,7097.465,7087.711
27/06/2018 18:25,7087.781,7082.042
27/06/2018 18:30,7082.133,7075.2
27/06/2018 18:35,7075.259,7070.185
27/06/2018 18:40,7070.175,7059.928
27/06/2018 18:45,7059.81,7064.195
27/06/2018 18:50,7064.058,7060.794
27/06/2018 18:55,7060.793,7051.284
27/06/2018 19:00,7051.314,7056.155
27/06/2018 19:05,7055.825,7037.072
27/06/2018 19:10,7037.645,7030.438
27/06/2018 19:15,7030.373,7011.537
27/06/2018 19:20,7010.729,7027.022
27/06/2018 19:25,7027.036,7025.843
27/06/2018 19:30,7025.62,7031.586
27/06/2018 19:35,7031.806,7030.35
27/06/2018 19:40,7030.317,7037.046
27/06/2018 19:45,7036.815,7017.886
27/06/2018 19:50,7016.896,7014.292
27/06/2018 19:55,7014.297,7021.405
27/06/2018 20:00,7021.051,7026.522
27/06/2018 20:05,7026.502,7012.514
27/06/2018 20:10,7012.513,7013.108
27/06/2018 20:15,7013.158,7021.433
